iter	Logloss
220	0.4564039089
221	0.4563575751
222	0.4562985579
223	0.4562606299
224	0.4561977877
225	0.4561597714
226	0.4560918046
227	0.4560291678
228	0.4559496215
229	0.4559156871
230	0.4558265007
231	0.4557529367
232	0.4557127069
233	0.4556453447
234	0.4555892765
235	0.4555489924
236	0.4554821751
237	0.4554086195
238	0.4553231629
239	0.4552449845
240	0.4551932716
241	0.4551037448
242	0.4550377069
243	0.4549800331
244	0.4549159112
245	0.4548710119
246	0.4548211999
247	0.4547383148
248	0.4546662802
249	0.4546191135
250	0.4545570862
251	0.4545084759
252	0.4544325204
253	0.4543734556
254	0.4543009669
255	0.454243632
256	0.4541896529
257	0.4541280757
258	0.4540859243
259	0.4540299212
260	0.4539646752
261	0.4538896103
262	0.4538405958
263	0.4537591189
264	0.4537181705
265	0.4536677217
266	0.4536205231
267	0.4535709425
268	0.4535085865
269	0.4534656487
270	0.4533862021
271	0.4533426396
272	0.4532884729
273	0.4532353623
274	0.4531778156
275	0.4531331319
276	0.4530764967
277	0.4530522479
278	0.4529845627
279	0.4529314855
280	0.4528517542
281	0.4528309557
282	0.4527741264
283	0.452721361
284	0.4526797808
285	0.452641738
286	0.4525932883
287	0.4525408402
288	0.452477707
289	0.4524298405
290	0.4523755508
291	0.4523300398
292	0.4522609606
293	0.4522128198
294	0.4521418876
295	0.4520967413
296	0.4520596437
297	0.4519972063
298	0.4519564271
299	0.4518938754
300	0.4518427632
301	0.4518026569
302	0.451725407
303	0.4516799589
304	0.4516095012
305	0.4515577358
306	0.4515069228
307	0.4514642372
308	0.4514286615
309	0.4513760862
310	0.4513223001
311	0.4512451215
312	0.4512003176
313	0.4511492739
314	0.4511194564
315	0.4510685156
316	0.4510043509
317	0.4509406746
318	0.4509131272
319	0.4508604739
320	0.4508259433
321	0.450783254
322	0.4507269612
323	0.4506942833
324	0.4506400109
325	0.4505948966
326	0.4505500964
327	0.4505172066
328	0.4504834622
329	0.4504341226
330	0.4503959272
331	0.4503267286
332	0.4502789172
333	0.4502380161
334	0.4501744244
335	0.4501211348
336	0.4500766169
337	0.4500267117
338	0.4499846092
339	0.4499340254
340	0.4498610859
341	0.4498110901
342	0.4497537469
343	0.4497148988
344	0.4496601709
345	0.449615072
346	0.449567463
347	0.449527294
348	0.4494896259
349	0.4494564456
350	0.4494228322
351	0.4493587208
352	0.4493073745
353	0.4492375558
354	0.4491800168
355	0.4491162516
356	0.4490684304
357	0.4490240766
358	0.4489873478
359	0.4489393083
360	0.4488920342
361	0.4488452633
362	0.4487900683
363	0.4487393614
364	0.4487028805
365	0.4486628777
366	0.4486214255
367	0.4485554309
368	0.4485127859
369	0.4484600469
370	0.4484230672
371	0.4483788475
372	0.4483289368
373	0.4482922815
374	0.4482664951
375	0.4482149947
376	0.448146248
377	0.448088521
378	0.44803023
379	0.4479910099
380	0.4479424045
381	0.4479023485
382	0.4478683027
383	0.4478226165
384	0.4477951926
385	0.4477663937
386	0.4477271677
387	0.4476680711
388	0.4476465939
389	0.4476153914
390	0.4475649599
391	0.4475147359
392	0.4474641845
393	0.4474361461
394	0.4473984823
395	0.4473674269
396	0.4473460743
397	0.4473109847
398	0.4472562301
399	0.4472189226
400	0.4471687049
401	0.4471284927
402	0.4470799015
403	0.4470406176
404	0.4469862695
405	0.4469231561
406	0.4468740129
407	0.4468209179
408	0.4467780784
409	0.4467284724
410	0.4466682826
411	0.4466357398
412	0.4465840901
413	0.4465392543
414	0.4465097414
415	0.446456556
416	0.4464039641
417	0.4463701312
418	0.4463300163
419	0.4462807876
420	0.4462363652
421	0.4461905954
422	0.4461441451
423	0.446103993
424	0.4460585658
425	0.4460156035
426	0.4459758499
427	0.4459207879
428	0.4458919153
429	0.445848731
430	0.4458097014
431	0.445767735
432	0.445748679
433	0.4456900005
434	0.4456397418
435	0.4456036532
436	0.4455535024
437	0.4455008769
438	0.4454634827
439	0.445408404
440	0.4453491884
441	0.4453013623
442	0.4452763972
443	0.4452277095
444	0.4451966436
445	0.4451553683
446	0.4451227749
447	0.4450891072
448	0.4450368262
449	0.4449652172
450	0.4449347591
451	0.4448806043
452	0.4448395306
453	0.4447943534
454	0.4447548118
455	0.4447071245
456	0.4446782567
457	0.4446338902
458	0.4445879795
459	0.444553985
460	0.4445154662
461	0.4444757256
462	0.4444451156
463	0.4443944947
464	0.4443583415
465	0.4443238775
466	0.4442624943
467	0.4442256589
468	0.4441879724
469	0.4441552241
470	0.4441142064
471	0.4440627904
472	0.4440189886
473	0.443986475
474	0.4439557181
475	0.4439254495
476	0.4438780497
477	0.4438278557
478	0.4437682794
479	0.4437137766
480	0.4436752739
481	0.443644162
482	0.4436108732
483	0.4435835076
484	0.4435420803
485	0.4435071305
486	0.443466493
487	0.4434273376
488	0.4433844004
489	0.4433570019
490	0.4433119433
491	0.4432888961
492	0.4432334074
493	0.4431933537
494	0.4431530957
495	0.443114549
496	0.4430656389
497	0.4430316449
498	0.4429783762
499	0.4429406762
500	0.4429055178
501	0.4428626682
502	0.4428263943
503	0.4428013976
504	0.4427609299
505	0.4427237537
506	0.4426822379
507	0.4426310309
508	0.44259861
509	0.4425675877
510	0.4425372552
511	0.442506608
512	0.4424730279
513	0.4424340761
514	0.4424020956
515	0.4423694832
516	0.4423354048
517	0.4422861899
518	0.442266261
519	0.4422195435
520	0.4421698415
521	0.4421194599
522	0.4420862186
523	0.4420564476
524	0.4420207593
525	0.4420037004
526	0.4419426653
527	0.4419013007
528	0.4418702148
529	0.4418283674
530	0.4417908071
531	0.441756603
532	0.4417122798
533	0.4416782507
534	0.4416332337
535	0.4415968813
536	0.4415704537
537	0.4415202684
538	0.4414943982
539	0.4414593301
540	0.4414053694
541	0.4413824733
542	0.4413576791
543	0.4413099668
544	0.4412608694
545	0.4412156798
546	0.4411804292
547	0.4411373314
548	0.4410936099
549	0.4410623087
550	0.4410163182
551	0.4409695981
552	0.4409308368
553	0.4408838612
554	0.4408587517
555	0.4408160819
556	0.4407696909
557	0.4407308507
558	0.4407016805
559	0.440662636
560	0.4406163001
561	0.4405652022
562	0.4405169946
563	0.4404691813
564	0.4404229812
565	0.4403973087
566	0.4403489403
567	0.4402981005
568	0.4402711739
569	0.4402331119
570	0.4401923813
571	0.4401448567
572	0.4401054428
573	0.4400672024
574	0.4400235458
575	0.4399777573
576	0.4399390756
577	0.4399012824
578	0.4398614221
579	0.4398276461
580	0.4397957761
581	0.4397645655
582	0.4397234521
583	0.4396813505
584	0.4396579489
585	0.4396169585
586	0.4395782603
587	0.4395437373
588	0.4395117266
589	0.4394735831
590	0.4394269899
591	0.4393951031
592	0.4393612385
593	0.4393182926
594	0.4392855856
595	0.4392651236
596	0.4392244153
597	0.4392018593
598	0.4391641682
599	0.439127249
600	0.4390647431
601	0.439018882
602	0.4389959446
603	0.4389487251
604	0.4389061031
605	0.4388843365
606	0.4388543231
607	0.438821036
608	0.4387816761
609	0.4387387392
610	0.4387190868
611	0.4387004271
612	0.4386676787
613	0.4386260671
614	0.4385931161
615	0.4385668434
616	0.4385155917
617	0.4384802974
618	0.4384537582
619	0.438410699
620	0.4383701284
621	0.4383386158
622	0.4383125258
623	0.4382690731
624	0.4382093653
625	0.438183371
626	0.4381480281
627	0.438127543
628	0.4380893208
629	0.4380521064
630	0.4379894626
631	0.437942861
632	0.4379005574
633	0.4378740812
634	0.4378343268
635	0.4377995396
636	0.4377692712
637	0.4377398258
638	0.4377243327
639	0.4376932765
640	0.4376451366
641	0.4376099993
642	0.4375836091
643	0.4375455445
644	0.4375088889
645	0.4374627029
646	0.4374313621
647	0.4373921061
648	0.437349855
649	0.4373128244
650	0.437261618
651	0.4372339255
652	0.437197848
653	0.4371522207
654	0.4371000325
655	0.4370799187
656	0.4370435018
657	0.436999499
658	0.4369718331
659	0.4369374459
660	0.4368954732
661	0.4368672844
662	0.4368315869
663	0.4367815859
664	0.4367611005
665	0.4367159094
666	0.4366892544
667	0.436666654
668	0.4366375469
669	0.4366031537
670	0.4365525868
671	0.4365216338
672	0.4364739631
673	0.4364402858
674	0.4364033293
675	0.4363683713
676	0.4363370903
677	0.4362968663
678	0.4362633035
679	0.43622485
680	0.4361940265
681	0.4361585974
682	0.4361207872
683	0.4360864211
684	0.4360587162
685	0.4360272096
686	0.4359862764
687	0.4359578716
688	0.4359196065
689	0.435887221
690	0.4358481888
691	0.4358169394
692	0.43578066
693	0.4357529737
694	0.4357253813
695	0.4357089719
696	0.4356839214
697	0.4356557998
698	0.4356215231
699	0.4355914588
700	0.4355651411
701	0.4355307143
702	0.4354897152
703	0.4354549179
704	0.4354038901
705	0.4353790988
706	0.435350115
707	0.4353177338
708	0.4352790659
709	0.4352206541
710	0.4351914484
711	0.4351549861
712	0.4350964593
713	0.4350552778
714	0.4350193008
715	0.4349870773
716	0.4349462333
717	0.4348985301
718	0.4348683942
719	0.434831645
720	0.4347949053
721	0.4347585821
722	0.4347282823
723	0.4346848289
724	0.4346504929
725	0.4346002346
726	0.4345586913
727	0.4345371801
728	0.4345149481
729	0.434476694
730	0.4344403427
731	0.4344122466
732	0.4343777479
733	0.434337288
734	0.4343159761
735	0.4342978672
736	0.4342629251
737	0.4342319381
738	0.4342086734
739	0.4341602183
740	0.4341282454
741	0.4340984157
742	0.4340584444
743	0.4340351704
744	0.4340113871
745	0.4339879373
746	0.4339496814
747	0.4339167356
748	0.4338805817
749	0.4338571237
750	0.4338241728
751	0.4337890834
752	0.433746352
753	0.4336834807
754	0.4336613232
755	0.4336361883
756	0.4336066742
757	0.4335653266
758	0.4335200666
759	0.4334820179
760	0.4334389528
761	0.4333973039
762	0.4333640288
763	0.4333467791
764	0.4333163179
765	0.4332953244
766	0.4332606556
767	0.4332372636
768	0.4332083037
769	0.4331758985
770	0.4331527017
771	0.4331058213
772	0.4330784578
773	0.433053069
774	0.4330027645
775	0.4329708706
776	0.4329379835
777	0.4329023125
778	0.4328852412
779	0.4328637942
780	0.4328317492
781	0.4328027159
782	0.4327638339
783	0.4327269393
784	0.4326862883
785	0.4326523511
786	0.4326179188
787	0.4325859341
788	0.4325600302
789	0.4325210551
790	0.432482689
791	0.4324523317
792	0.4324215054
793	0.4323865785
794	0.4323562688
795	0.4323164693
796	0.4322804396
797	0.4322484446
798	0.4322178514
799	0.4321899169
800	0.4321505638
801	0.4321080077
802	0.4320634679
803	0.4320260313
804	0.4319982531
805	0.431971772
806	0.4319433621
807	0.4319042122
808	0.4318880889
809	0.4318523988
810	0.4318123087
811	0.4317815545
812	0.4317295237
813	0.4317005008
814	0.4316588584
815	0.4316229071
816	0.4315955207
817	0.4315673056
818	0.4315382993
819	0.4315107121
820	0.4314748153
821	0.4314452966
822	0.4314057325
823	0.4313788926
824	0.4313334764
825	0.4312997443
826	0.4312581341
827	0.4312330376
828	0.4312031776
829	0.4311633102
830	0.4311314121
831	0.431083561
832	0.4310482803
833	0.4310034063
834	0.4309734971
835	0.4309443558
836	0.4309171453
837	0.4308841134
838	0.430855353
839	0.4308374702
840	0.4308019952
841	0.4307821856
842	0.4307429859
843	0.4307150077
844	0.4306896566
845	0.4306550284
846	0.4306248056
847	0.4305833435
848	0.4305472423
849	0.4305218633
850	0.4304940098
851	0.4304516351
852	0.4304099993
853	0.430369315
854	0.4303531628
855	0.4303098
856	0.4302811255
857	0.4302432402
858	0.4302029835
859	0.430158018
860	0.4301220227
861	0.4300845644
862	0.4300638726
863	0.4300332862
864	0.4299957981
865	0.429947605
866	0.429905634
867	0.429872885
868	0.4298412392
869	0.4298223274
870	0.4297931481
871	0.4297589924
872	0.4297288717
873	0.4297036206
874	0.4296808655
875	0.4296556149
876	0.4296006915
877	0.4295631773
878	0.4295405765
879	0.4295169644
880	0.4294967297
881	0.4294520395
882	0.4294231331
883	0.4293945353
884	0.4293593297
885	0.4293146673
886	0.429275559
887	0.429249685
888	0.4292124945
889	0.4291919735
890	0.4291518619
891	0.4291128752
892	0.4290767642
893	0.4290451673
894	0.4290131542
895	0.4289923363
896	0.4289453409
897	0.4289202703
898	0.4288871093
899	0.4288592063
900	0.4288350072
901	0.4287978623
902	0.4287585594
903	0.4287326767
904	0.4287082742
905	0.4286862412
906	0.4286429509
907	0.4286081618
908	0.4285820233
909	0.4285455786
910	0.4285229863
911	0.428494295
912	0.428458577
913	0.4284277326
914	0.4283926015
915	0.4283698521
916	0.4283315602
917	0.4283081699
918	0.4282764993
919	0.4282475072
920	0.4282228963
921	0.4281519638
922	0.4281191696
923	0.4280996137
924	0.428080462
925	0.4280527527
926	0.4280315277
927	0.4280036613
928	0.4279632683
929	0.4279369177
930	0.4279083136
931	0.4278779969
932	0.427844532
933	0.4278091894
934	0.4277827648
935	0.4277489848
936	0.4277137649
937	0.427674432
938	0.4276375186
939	0.427614532
940	0.4275734843
941	0.427550177
942	0.4275129619
943	0.4274912147
944	0.4274659504
945	0.4274308205
946	0.427405424
947	0.4273853415
948	0.4273588007
949	0.4273253502
950	0.4273011608
951	0.427264488
952	0.4272345869
953	0.427188797
954	0.4271592556
955	0.427123492
956	0.4271120147
957	0.4270716487
958	0.4270422027
959	0.4270139482
960	0.4269814569
961	0.4269314262
962	0.4268975385
963	0.4268819302
964	0.4268443967
965	0.4268253066
966	0.4267986549
967	0.4267772773
968	0.4267382962
969	0.4267136286
970	0.4266802032
971	0.4266528451
972	0.4266175739
973	0.4265716906
974	0.4265410409
975	0.4265174948
976	0.4264888942
977	0.4264454927
978	0.4264038856
979	0.4263529486
980	0.4262998271
981	0.4262612848
982	0.4262281348
983	0.4261913551
984	0.426149954
985	0.4261231315
986	0.4260928572
987	0.4260600976
988	0.4260294915
989	0.4259966297
990	0.4259599755
991	0.4259248543
992	0.4259140825
993	0.4258808664
994	0.4258520049
995	0.4258249736
996	0.4257994317
997	0.4257770783
998	0.4257520506
999	0.4257324695
